state,district,stage,sex,date,students
Kelantan,Kecil Lojing,primary,male,1/1/2020,898
Kelantan,Kecil Lojing,primary,male,1/1/2021,894
Kelantan,Kecil Lojing,primary,male,1/1/2022,889
Kelantan,Kecil Lojing,secondary,both,1/1/2018,0
Kelantan,Kecil Lojing,secondary,both,1/1/2019,0
Kelantan,Kecil Lojing,secondary,both,1/1/2020,0
Kelantan,Kecil Lojing,secondary,both,1/1/2021,0
Kelantan,Kecil Lojing,secondary,both,1/1/2022,0
Kelantan,Kecil Lojing,secondary,female,1/1/2018,0
Kelantan,Kecil Lojing,secondary,female,1/1/2019,0
Kelantan,Kecil Lojing,secondary,female,1/1/2020,0
Kelantan,Kecil Lojing,secondary,female,1/1/2021,0
Kelantan,Kecil Lojing,secondary,female,1/1/2022,0
Kelantan,Kecil Lojing,secondary,male,1/1/2018,0
Kelantan,Kecil Lojing,secondary,male,1/1/2019,0
Kelantan,Kecil Lojing,secondary,male,1/1/2020,0
Kelantan,Kecil Lojing,secondary,male,1/1/2021,0
Kelantan,Kecil Lojing,secondary,male,1/1/2022,0
Kelantan,Kecil Lojing,post_secondary,both,1/1/2018,0
Kelantan,Kecil Lojing,post_secondary,both,1/1/2020,0
Kelantan,Kecil Lojing,post_secondary,both,1/1/2021,0
Kelantan,Kecil Lojing,post_secondary,both,1/1/2022,0
Kelantan,Kecil Lojing,post_secondary,female,1/1/2018,0
Kelantan,Kecil Lojing,post_secondary,female,1/1/2020,0
Kelantan,Kecil Lojing,post_secondary,female,1/1/2021,0
Kelantan,Kecil Lojing,post_secondary,female,1/1/2022,0
Kelantan,Kecil Lojing,post_secondary,male,1/1/2018,0
Kelantan,Kecil Lojing,post_secondary,male,1/1/2020,0
Kelantan,Kecil Lojing,post_secondary,male,1/1/2021,0
Kelantan,Kecil Lojing,post_secondary,male,1/1/2022,0
Kelantan,Kota Bharu,primary,both,1/1/2017,52190
Kelantan,Kota Bharu,primary,both,1/1/2018,51957
Kelantan,Kota Bharu,primary,both,1/1/2019,52205
Kelantan,Kota Bharu,primary,both,1/1/2020,52219
Kelantan,Kota Bharu,primary,both,1/1/2021,52908
Kelantan,Kota Bharu,primary,both,1/1/2022,53301
Kelantan,Kota Bharu,primary,female,1/1/2017,25733
Kelantan,Kota Bharu,primary,female,1/1/2018,25686
Kelantan,Kota Bharu,primary,female,1/1/2019,25870
Kelantan,Kota Bharu,primary,female,1/1/2020,25871
Kelantan,Kota Bharu,primary,female,1/1/2021,26091
Kelantan,Kota Bharu,primary,female,1/1/2022,26275
Kelantan,Kota Bharu,primary,male,1/1/2017,26457
Kelantan,Kota Bharu,primary,male,1/1/2018,26271
Kelantan,Kota Bharu,primary,male,1/1/2019,26335
Kelantan,Kota Bharu,primary,male,1/1/2020,26348
Kelantan,Kota Bharu,primary,male,1/1/2021,26817
Kelantan,Kota Bharu,primary,male,1/1/2022,27026
Kelantan,Kota Bharu,secondary,both,1/1/2017,38004
Kelantan,Kota Bharu,secondary,both,1/1/2018,34302
Kelantan,Kota Bharu,secondary,both,1/1/2019,35326
Kelantan,Kota Bharu,secondary,both,1/1/2020,32552
Kelantan,Kota Bharu,secondary,both,1/1/2021,32816
Kelantan,Kota Bharu,secondary,both,1/1/2022,33281
Kelantan,Kota Bharu,secondary,female,1/1/2017,19501
Kelantan,Kota Bharu,secondary,female,1/1/2018,17457
Kelantan,Kota Bharu,secondary,female,1/1/2019,1425
Kelantan,Kota Bharu,secondary,female,1/1/2019,16813
Kelantan,Kota Bharu,secondary,female,1/1/2020,16435
Kelantan,Kota Bharu,secondary,female,1/1/2021,16596
Kelantan,Kota Bharu,secondary,female,1/1/2022,16763
Kelantan,Kota Bharu,secondary,male,1/1/2017,18503
Kelantan,Kota Bharu,secondary,male,1/1/2018,16845
Kelantan,Kota Bharu,secondary,male,1/1/2019,779
Kelantan,Kota Bharu,secondary,male,1/1/2019,16309
Kelantan,Kota Bharu,secondary,male,1/1/2020,16117
Kelantan,Kota Bharu,secondary,male,1/1/2021,16220
Kelantan,Kota Bharu,secondary,male,1/1/2022,16518
Kelantan,Kota Bharu,post_secondary,both,1/1/2018,2228
Kelantan,Kota Bharu,post_secondary,both,1/1/2020,1133
Kelantan,Kota Bharu,post_secondary,both,1/1/2021,998
Kelantan,Kota Bharu,post_secondary,both,1/1/2022,1125
Kelantan,Kota Bharu,post_secondary,female,1/1/2018,1410
Kelantan,Kota Bharu,post_secondary,female,1/1/2020,676
Kelantan,Kota Bharu,post_secondary,female,1/1/2021,681
Kelantan,Kota Bharu,post_secondary,female,1/1/2022,693
Kelantan,Kota Bharu,post_secondary,male,1/1/2018,818
Kelantan,Kota Bharu,post_secondary,male,1/1/2020,457
Kelantan,Kota Bharu,post_secondary,male,1/1/2021,317
Kelantan,Kota Bharu,post_secondary,male,1/1/2022,432
Kelantan,Kuala Krai,primary,both,1/1/2017,12190
Kelantan,Kuala Krai,primary,both,1/1/2018,12292
Kelantan,Kuala Krai,primary,both,1/1/2019,12363
Kelantan,Kuala Krai,primary,both,1/1/2020,12286
Kelantan,Kuala Krai,primary,both,1/1/2021,12164
Kelantan,Kuala Krai,primary,both,1/1/2022,12080
Kelantan,Kuala Krai,primary,female,1/1/2017,6005
Kelantan,Kuala Krai,primary,female,1/1/2018,6090
Kelantan,Kuala Krai,primary,female,1/1/2019,6057
Kelantan,Kuala Krai,primary,female,1/1/2020,5999
Kelantan,Kuala Krai,primary,female,1/1/2021,5951
Kelantan,Kuala Krai,primary,female,1/1/2022,5958
Kelantan,Kuala Krai,primary,male,1/1/2017,6185
Kelantan,Kuala Krai,primary,male,1/1/2018,6202
Kelantan,Kuala Krai,primary,male,1/1/2019,6306
Kelantan,Kuala Krai,primary,male,1/1/2020,6287
Kelantan,Kuala Krai,primary,male,1/1/2021,6213
Kelantan,Kuala Krai,primary,male,1/1/2022,6122
Kelantan,Kuala Krai,secondary,both,1/1/2017,9419
Kelantan,Kuala Krai,secondary,both,1/1/2018,8187
Kelantan,Kuala Krai,secondary,both,1/1/2019,8515
Kelantan,Kuala Krai,secondary,both,1/1/2020,7586
Kelantan,Kuala Krai,secondary,both,1/1/2021,7742
Kelantan,Kuala Krai,secondary,both,1/1/2022,7844
Kelantan,Kuala Krai,secondary,female,1/1/2017,4538
Kelantan,Kuala Krai,secondary,female,1/1/2018,3991
Kelantan,Kuala Krai,secondary,female,1/1/2019,408
Kelantan,Kuala Krai,secondary,female,1/1/2019,3761
Kelantan,Kuala Krai,secondary,female,1/1/2020,3752
Kelantan,Kuala Krai,secondary,female,1/1/2021,3826
Kelantan,Kuala Krai,secondary,female,1/1/2022,3861
Kelantan,Kuala Krai,secondary,male,1/1/2017,4881
Kelantan,Kuala Krai,secondary,male,1/1/2018,4196
Kelantan,Kuala Krai,secondary,male,1/1/2019,403
Kelantan,Kuala Krai,secondary,male,1/1/2019,3943
Kelantan,Kuala Krai,secondary,male,1/1/2020,3834
Kelantan,Kuala Krai,secondary,male,1/1/2021,3916
Kelantan,Kuala Krai,secondary,male,1/1/2022,3983
Kelantan,Kuala Krai,post_secondary,both,1/1/2018,798
Kelantan,Kuala Krai,post_secondary,both,1/1/2020,499
Kelantan,Kuala Krai,post_secondary,both,1/1/2021,401
Kelantan,Kuala Krai,post_secondary,both,1/1/2022,419
Kelantan,Kuala Krai,post_secondary,female,1/1/2018,390
Kelantan,Kuala Krai,post_secondary,female,1/1/2020,204
Kelantan,Kuala Krai,post_secondary,female,1/1/2021,202
Kelantan,Kuala Krai,post_secondary,female,1/1/2022,187
Kelantan,Kuala Krai,post_secondary,male,1/1/2018,408
Kelantan,Kuala Krai,post_secondary,male,1/1/2020,295
Kelantan,Kuala Krai,post_secondary,male,1/1/2021,199
Kelantan,Kuala Krai,post_secondary,male,1/1/2022,232
Kelantan,Machang,primary,both,1/1/2017,9868
Kelantan,Machang,primary,both,1/1/2018,9761
Kelantan,Machang,primary,both,1/1/2019,9602
Kelantan,Machang,primary,both,1/1/2020,9431
Kelantan,Machang,primary,both,1/1/2021,9401
Kelantan,Machang,primary,both,1/1/2022,9394
Kelantan,Machang,primary,female,1/1/2017,4791
Kelantan,Machang,primary,female,1/1/2018,4740
Kelantan,Machang,primary,female,1/1/2019,4674
Kelantan,Machang,primary,female,1/1/2020,4587
Kelantan,Machang,primary,female,1/1/2021,4548
Kelantan,Machang,primary,female,1/1/2022,4596
Kelantan,Machang,primary,male,1/1/2017,5077
Kelantan,Machang,primary,male,1/1/2018,5021
Kelantan,Machang,primary,male,1/1/2019,4928
Kelantan,Machang,primary,male,1/1/2020,4844
Kelantan,Machang,primary,male,1/1/2021,4853
Kelantan,Machang,primary,male,1/1/2022,4798
Kelantan,Machang,secondary,both,1/1/2017,8301
Kelantan,Machang,secondary,both,1/1/2018,7336
Kelantan,Machang,secondary,both,1/1/2019,7498
Kelantan,Machang,secondary,both,1/1/2020,6753
Kelantan,Machang,secondary,both,1/1/2021,6818
Kelantan,Machang,secondary,both,1/1/2022,6862
Kelantan,Machang,secondary,female,1/1/2017,4284
Kelantan,Machang,secondary,female,1/1/2018,3726
Kelantan,Machang,secondary,female,1/1/2019,339
Kelantan,Machang,secondary,female,1/1/2019,3557
Kelantan,Machang,secondary,female,1/1/2020,3412
Kelantan,Machang,secondary,female,1/1/2021,3420
Kelantan,Machang,secondary,female,1/1/2022,3403
Kelantan,Machang,secondary,male,1/1/2017,4017
Kelantan,Machang,secondary,male,1/1/2018,3610
Kelantan,Machang,secondary,male,1/1/2019,148
Kelantan,Machang,secondary,male,1/1/2019,3454
Kelantan,Machang,secondary,male,1/1/2020,3341
Kelantan,Machang,secondary,male,1/1/2021,3398
Kelantan,Machang,secondary,male,1/1/2022,3459
Kelantan,Machang,post_secondary,both,1/1/2018,501
Kelantan,Machang,post_secondary,both,1/1/2020,236
Kelantan,Machang,post_secondary,both,1/1/2021,228
Kelantan,Machang,post_secondary,both,1/1/2022,218
Kelantan,Machang,post_secondary,female,1/1/2018,333
Kelantan,Machang,post_secondary,female,1/1/2020,166
Kelantan,Machang,post_secondary,female,1/1/2021,169
Kelantan,Machang,post_secondary,female,1/1/2022,150
Kelantan,Machang,post_secondary,male,1/1/2018,168
Kelantan,Machang,post_secondary,male,1/1/2020,70
Kelantan,Machang,post_secondary,male,1/1/2021,59
Kelantan,Machang,post_secondary,male,1/1/2022,68
Kelantan,Pasir Mas,primary,both,1/1/2017,20748
Kelantan,Pasir Mas,primary,both,1/1/2018,20494
Kelantan,Pasir Mas,primary,both,1/1/2019,20392
Kelantan,Pasir Mas,primary,both,1/1/2020,19788
Kelantan,Pasir Mas,primary,both,1/1/2021,19863
Kelantan,Pasir Mas,primary,both,1/1/2022,19702
Kelantan,Pasir Mas,primary,female,1/1/2017,10080
Kelantan,Pasir Mas,primary,female,1/1/2018,10009
Kelantan,Pasir Mas,primary,female,1/1/2019,10009
Kelantan,Pasir Mas,primary,female,1/1/2020,9709
Kelantan,Pasir Mas,primary,female,1/1/2021,9731
Kelantan,Pasir Mas,primary,female,1/1/2022,9584
Kelantan,Pasir Mas,primary,male,1/1/2017,10668
Kelantan,Pasir Mas,primary,male,1/1/2018,10485
Kelantan,Pasir Mas,primary,male,1/1/2019,10383
Kelantan,Pasir Mas,primary,male,1/1/2020,10079
Kelantan,Pasir Mas,primary,male,1/1/2021,10132
Kelantan,Pasir Mas,primary,male,1/1/2022,10118
Kelantan,Pasir Mas,secondary,both,1/1/2017,16666
Kelantan,Pasir Mas,secondary,both,1/1/2018,14288
Kelantan,Pasir Mas,secondary,both,1/1/2019,15443
Kelantan,Pasir Mas,secondary,both,1/1/2020,13520
Kelantan,Pasir Mas,secondary,both,1/1/2021,13521
Kelantan,Pasir Mas,secondary,both,1/1/2022,13707
Kelantan,Pasir Mas,secondary,female,1/1/2017,8786
Kelantan,Pasir Mas,secondary,female,1/1/2018,7339
Kelantan,Pasir Mas,secondary,female,1/1/2019,1092
Kelantan,Pasir Mas,secondary,female,1/1/2019,7084
Kelantan,Pasir Mas,secondary,female,1/1/2020,6896
Kelantan,Pasir Mas,secondary,female,1/1/2021,6893
Kelantan,Pasir Mas,secondary,female,1/1/2022,6886
Kelantan,Pasir Mas,secondary,male,1/1/2017,7880
Kelantan,Pasir Mas,secondary,male,1/1/2018,6949
Kelantan,Pasir Mas,secondary,male,1/1/2019,488
Kelantan,Pasir Mas,secondary,male,1/1/2019,6779
Kelantan,Pasir Mas,secondary,male,1/1/2020,6624
Kelantan,Pasir Mas,secondary,male,1/1/2021,6628
Kelantan,Pasir Mas,secondary,male,1/1/2022,6821
Kelantan,Pasir Mas,post_secondary,both,1/1/2018,1628
Kelantan,Pasir Mas,post_secondary,both,1/1/2020,770
Kelantan,Pasir Mas,post_secondary,both,1/1/2021,784
Kelantan,Pasir Mas,post_secondary,both,1/1/2022,700
Kelantan,Pasir Mas,post_secondary,female,1/1/2018,1115
Kelantan,Pasir Mas,post_secondary,female,1/1/2020,522
Kelantan,Pasir Mas,post_secondary,female,1/1/2021,496
Kelantan,Pasir Mas,post_secondary,female,1/1/2022,440
Kelantan,Pasir Mas,post_secondary,male,1/1/2018,513
Kelantan,Pasir Mas,post_secondary,male,1/1/2020,248
Kelantan,Pasir Mas,post_secondary,male,1/1/2021,288
Kelantan,Pasir Mas,post_secondary,male,1/1/2022,260
Kelantan,Pasir Puteh,primary,both,1/1/2017,13874
Kelantan,Pasir Puteh,primary,both,1/1/2018,13738
Kelantan,Pasir Puteh,primary,both,1/1/2019,13717
Kelantan,Pasir Puteh,primary,both,1/1/2020,13636
Kelantan,Pasir Puteh,primary,both,1/1/2021,13616
Kelantan,Pasir Puteh,primary,both,1/1/2022,13651
Kelantan,Pasir Puteh,primary,female,1/1/2017,6652
Kelantan,Pasir Puteh,primary,female,1/1/2018,6616
Kelantan,Pasir Puteh,primary,female,1/1/2019,6647
Kelantan,Pasir Puteh,primary,female,1/1/2020,6608
Kelantan,Pasir Puteh,primary,female,1/1/2021,6613
Kelantan,Pasir Puteh,primary,female,1/1/2022,6669
Kelantan,Pasir Puteh,primary,male,1/1/2017,7222
Kelantan,Pasir Puteh,primary,male,1/1/2018,7122
Kelantan,Pasir Puteh,primary,male,1/1/2019,7070
Kelantan,Pasir Puteh,primary,male,1/1/2020,7028
Kelantan,Pasir Puteh,primary,male,1/1/2021,7003
Kelantan,Pasir Puteh,primary,male,1/1/2022,6982
Kelantan,Pasir Puteh,secondary,both,1/1/2017,10724
Kelantan,Pasir Puteh,secondary,both,1/1/2018,9605
Kelantan,Pasir Puteh,secondary,both,1/1/2019,10284
Kelantan,Pasir Puteh,secondary,both,1/1/2020,8996
Kelantan,Pasir Puteh,secondary,both,1/1/2021,9119
Kelantan,Pasir Puteh,secondary,both,1/1/2022,9284
Kelantan,Pasir Puteh,secondary,female,1/1/2017,5853
Kelantan,Pasir Puteh,secondary,female,1/1/2018,5167
Kelantan,Pasir Puteh,secondary,female,1/1/2019,656
Kelantan,Pasir Puteh,secondary,female,1/1/2019,4931
Kelantan,Pasir Puteh,secondary,female,1/1/2020,4731
Kelantan,Pasir Puteh,secondary,female,1/1/2021,4719
Kelantan,Pasir Puteh,secondary,female,1/1/2022,4731
Kelantan,Pasir Puteh,secondary,male,1/1/2017,4871
Kelantan,Pasir Puteh,secondary,male,1/1/2018,4438
Kelantan,Pasir Puteh,secondary,male,1/1/2019,322
Kelantan,Pasir Puteh,secondary,male,1/1/2019,4375
Kelantan,Pasir Puteh,secondary,male,1/1/2020,4265
Kelantan,Pasir Puteh,secondary,male,1/1/2021,4400
Kelantan,Pasir Puteh,secondary,male,1/1/2022,4553
Kelantan,Pasir Puteh,post_secondary,both,1/1/2018,909
Kelantan,Pasir Puteh,post_secondary,both,1/1/2020,490
Kelantan,Pasir Puteh,post_secondary,both,1/1/2021,520
Kelantan,Pasir Puteh,post_secondary,both,1/1/2022,464
Kelantan,Pasir Puteh,post_secondary,female,1/1/2018,606
Kelantan,Pasir Puteh,post_secondary,female,1/1/2020,326
Kelantan,Pasir Puteh,post_secondary,female,1/1/2021,351
Kelantan,Pasir Puteh,post_secondary,female,1/1/2022,280
Kelantan,Pasir Puteh,post_secondary,male,1/1/2018,303
Kelantan,Pasir Puteh,post_secondary,male,1/1/2020,164
Kelantan,Pasir Puteh,post_secondary,male,1/1/2021,169
Kelantan,Pasir Puteh,post_secondary,male,1/1/2022,184
Kelantan,Tanah Merah,primary,both,1/1/2017,13466
Kelantan,Tanah Merah,primary,both,1/1/2018,13413
Kelantan,Tanah Merah,primary,both,1/1/2019,13358
Kelantan,Tanah Merah,primary,both,1/1/2020,13004
Kelantan,Tanah Merah,primary,both,1/1/2021,13025
Kelantan,Tanah Merah,primary,both,1/1/2022,13004
Kelantan,Tanah Merah,primary,female,1/1/2017,6526
Kelantan,Tanah Merah,primary,female,1/1/2018,6503
Kelantan,Tanah Merah,primary,female,1/1/2019,6479
Kelantan,Tanah Merah,primary,female,1/1/2020,6287
Kelantan,Tanah Merah,primary,female,1/1/2021,6341
Kelantan,Tanah Merah,primary,female,1/1/2022,6347
Kelantan,Tanah Merah,primary,male,1/1/2017,6940
Kelantan,Tanah Merah,primary,male,1/1/2018,6910
Kelantan,Tanah Merah,primary,male,1/1/2019,6879
Kelantan,Tanah Merah,primary,male,1/1/2020,6717
Kelantan,Tanah Merah,primary,male,1/1/2021,6684
Kelantan,Tanah Merah,primary,male,1/1/2022,6657
Kelantan,Tanah Merah,secondary,both,1/1/2017,11276
Kelantan,Tanah Merah,secondary,both,1/1/2018,9642
Kelantan,Tanah Merah,secondary,both,1/1/2019,10380
Kelantan,Tanah Merah,secondary,both,1/1/2020,8982
Kelantan,Tanah Merah,secondary,both,1/1/2021,9192
Kelantan,Tanah Merah,secondary,both,1/1/2022,9431
Kelantan,Tanah Merah,secondary,female,1/1/2017,5691
Kelantan,Tanah Merah,secondary,female,1/1/2018,4827
Kelantan,Tanah Merah,secondary,female,1/1/2019,665
Kelantan,Tanah Merah,secondary,female,1/1/2019,4685
Kelantan,Tanah Merah,secondary,female,1/1/2020,4560
Kelantan,Tanah Merah,secondary,female,1/1/2021,4518
Kelantan,Tanah Merah,secondary,female,1/1/2022,4639
Kelantan,Tanah Merah,secondary,male,1/1/2017,5585
Kelantan,Tanah Merah,secondary,male,1/1/2018,4815
Kelantan,Tanah Merah,secondary,male,1/1/2019,542
Kelantan,Tanah Merah,secondary,male,1/1/2019,4488
Kelantan,Tanah Merah,secondary,male,1/1/2020,4422
Kelantan,Tanah Merah,secondary,male,1/1/2021,4674
Kelantan,Tanah Merah,secondary,male,1/1/2022,4792
Kelantan,Tanah Merah,post_secondary,both,1/1/2018,1136
Kelantan,Tanah Merah,post_secondary,both,1/1/2020,764
Kelantan,Tanah Merah,post_secondary,both,1/1/2021,673
Kelantan,Tanah Merah,post_secondary,both,1/1/2022,711
Kelantan,Tanah Merah,post_secondary,female,1/1/2018,643
Kelantan,Tanah Merah,post_secondary,female,1/1/2020,416
Kelantan,Tanah Merah,post_secondary,female,1/1/2021,446
Kelantan,Tanah Merah,post_secondary,female,1/1/2022,432
Kelantan,Tanah Merah,post_secondary,male,1/1/2018,493
Kelantan,Tanah Merah,post_secondary,male,1/1/2020,348
Kelantan,Tanah Merah,post_secondary,male,1/1/2021,227
Kelantan,Tanah Merah,post_secondary,male,1/1/2022,279
Kelantan,Tumpat,primary,both,1/1/2017,17208
Kelantan,Tumpat,primary,both,1/1/2018,17184
Kelantan,Tumpat,primary,both,1/1/2019,17241
Kelantan,Tumpat,primary,both,1/1/2020,17127
Kelantan,Tumpat,primary,both,1/1/2021,17096
Kelantan,Tumpat,primary,both,1/1/2022,17161
Kelantan,Tumpat,primary,female,1/1/2017,8429
Kelantan,Tumpat,primary,female,1/1/2018,8388
Kelantan,Tumpat,primary,female,1/1/2019,8397
Kelantan,Tumpat,primary,female,1/1/2020,8331
Kelantan,Tumpat,primary,female,1/1/2021,8302
Kelantan,Tumpat,primary,female,1/1/2022,8306
Kelantan,Tumpat,primary,male,1/1/2017,8779
Kelantan,Tumpat,primary,male,1/1/2018,8796
Kelantan,Tumpat,primary,male,1/1/2019,8844
Kelantan,Tumpat,primary,male,1/1/2020,8796
Kelantan,Tumpat,primary,male,1/1/2021,8794
Kelantan,Tumpat,primary,male,1/1/2022,8855
Kelantan,Tumpat,secondary,both,1/1/2017,11860
Kelantan,Tumpat,secondary,both,1/1/2018,10500
Kelantan,Tumpat,secondary,both,1/1/2019,11168
Kelantan,Tumpat,secondary,both,1/1/2020,9929
Kelantan,Tumpat,secondary,both,1/1/2021,10016
Kelantan,Tumpat,secondary,both,1/1/2022,10256
Kelantan,Tumpat,secondary,female,1/1/2017,6017
Kelantan,Tumpat,secondary,female,1/1/2018,5214
Kelantan,Tumpat,secondary,female,1/1/2019,664
Kelantan,Tumpat,secondary,female,1/1/2019,5059
Kelantan,Tumpat,secondary,female,1/1/2020,4958
Kelantan,Tumpat,secondary,female,1/1/2021,4963
Kelantan,Tumpat,secondary,female,1/1/2022,5040
Kelantan,Tumpat,secondary,male,1/1/2017,5843
Kelantan,Tumpat,secondary,male,1/1/2018,5286
Kelantan,Tumpat,secondary,male,1/1/2019,276
Kelantan,Tumpat,secondary,male,1/1/2019,5169
Kelantan,Tumpat,secondary,male,1/1/2020,4971
Kelantan,Tumpat,secondary,male,1/1/2021,5053
Kelantan,Tumpat,secondary,male,1/1/2022,5216
Kelantan,Tumpat,post_secondary,both,1/1/2018,1000
Kelantan,Tumpat,post_secondary,both,1/1/2020,433
Kelantan,Tumpat,post_secondary,both,1/1/2021,447
Kelantan,Tumpat,post_secondary,both,1/1/2022,389
Kelantan,Tumpat,post_secondary,female,1/1/2018,666
Kelantan,Tumpat,post_secondary,female,1/1/2020,305
Kelantan,Tumpat,post_secondary,female,1/1/2021,282
Kelantan,Tumpat,post_secondary,female,1/1/2022,258
Kelantan,Tumpat,post_secondary,male,1/1/2018,334
Kelantan,Tumpat,post_secondary,male,1/1/2020,128
Kelantan,Tumpat,post_secondary,male,1/1/2021,165
Kelantan,Tumpat,post_secondary,male,1/1/2022,131
Melaka,All Districts,primary,both,1/1/2017,81086
Melaka,All Districts,primary,both,1/1/2018,82114
Melaka,All Districts,primary,both,1/1/2019,83634
Melaka,All Districts,primary,both,1/1/2020,84174
Melaka,All Districts,primary,both,1/1/2021,85433
Melaka,All Districts,primary,both,1/1/2022,86269
Melaka,All Districts,primary,female,1/1/2017,39515
Melaka,All Districts,primary,female,1/1/2018,39955
Melaka,All Districts,primary,female,1/1/2019,40810
Melaka,All Districts,primary,female,1/1/2020,41094
Melaka,All Districts,primary,female,1/1/2021,41478
Melaka,All Districts,primary,female,1/1/2022,41858
Melaka,All Districts,primary,male,1/1/2017,41571
Melaka,All Districts,primary,male,1/1/2018,42159
Melaka,All Districts,primary,male,1/1/2019,42824
Melaka,All Districts,primary,male,1/1/2020,43080
Melaka,All Districts,primary,male,1/1/2021,43955
Melaka,All Districts,primary,male,1/1/2022,44411
Melaka,All Districts,secondary,both,1/1/2017,68243
Melaka,All Districts,secondary,both,1/1/2018,62183
Melaka,All Districts,secondary,both,1/1/2019,61257
Melaka,All Districts,secondary,both,1/1/2020,61379
Melaka,All Districts,secondary,both,1/1/2021,62331
Melaka,All Districts,secondary,both,1/1/2022,62385
Melaka,All Districts,secondary,female,1/1/2017,34483
Melaka,All Districts,secondary,female,1/1/2018,31069
Melaka,All Districts,secondary,female,1/1/2019,30612
Melaka,All Districts,secondary,female,1/1/2020,30528
Melaka,All Districts,secondary,female,1/1/2021,30982
Melaka,All Districts,secondary,female,1/1/2022,30906
Melaka,All Districts,secondary,male,1/1/2017,33760
Melaka,All Districts,secondary,male,1/1/2018,31114
Melaka,All Districts,secondary,male,1/1/2019,30645
Melaka,All Districts,secondary,male,1/1/2020,30851
Melaka,All Districts,secondary,male,1/1/2021,31349
Melaka,All Districts,secondary,male,1/1/2022,31479
Melaka,All Districts,post_secondary,both,1/1/2018,4018
Melaka,All Districts,post_secondary,both,1/1/2019,4009
Melaka,All Districts,post_secondary,both,1/1/2020,2157
Melaka,All Districts,post_secondary,both,1/1/2021,1917
Melaka,All Districts,post_secondary,both,1/1/2022,2233
Melaka,All Districts,post_secondary,female,1/1/2018,2342
Melaka,All Districts,post_secondary,female,1/1/2019,2263
Melaka,All Districts,post_secondary,female,1/1/2020,1173
Melaka,All Districts,post_secondary,female,1/1/2021,1094
Melaka,All Districts,post_secondary,female,1/1/2022,1187
Melaka,All Districts,post_secondary,male,1/1/2018,1676
Melaka,All Districts,post_secondary,male,1/1/2019,1746
Melaka,All Districts,post_secondary,male,1/1/2020,984
Melaka,All Districts,post_secondary,male,1/1/2021,823
Melaka,All Districts,post_secondary,male,1/1/2022,1046
Melaka,Alor Gajah,primary,both,1/1/2017,19343
Melaka,Alor Gajah,primary,both,1/1/2018,19829
Melaka,Alor Gajah,primary,both,1/1/2019,20209
Melaka,Alor Gajah,primary,both,1/1/2020,20460
Melaka,Alor Gajah,primary,both,1/1/2021,20778
Melaka,Alor Gajah,primary,both,1/1/2022,20950
Melaka,Alor Gajah,primary,female,1/1/2017,9406
Melaka,Alor Gajah,primary,female,1/1/2018,9686
Melaka,Alor Gajah,primary,female,1/1/2019,9877
Melaka,Alor Gajah,primary,female,1/1/2020,10031
Melaka,Alor Gajah,primary,female,1/1/2021,10067
Melaka,Alor Gajah,primary,female,1/1/2022,10160
Melaka,Alor Gajah,primary,male,1/1/2017,9937
Melaka,Alor Gajah,primary,male,1/1/2018,10143
Melaka,Alor Gajah,primary,male,1/1/2019,10332
Melaka,Alor Gajah,primary,male,1/1/2020,10429
Melaka,Alor Gajah,primary,male,1/1/2021,10711
Melaka,Alor Gajah,primary,male,1/1/2022,10790
Melaka,Alor Gajah,secondary,both,1/1/2017,16184
Melaka,Alor Gajah,secondary,both,1/1/2018,14679
Melaka,Alor Gajah,secondary,both,1/1/2019,14366
Melaka,Alor Gajah,secondary,both,1/1/2020,14360
Melaka,Alor Gajah,secondary,both,1/1/2021,14673
Melaka,Alor Gajah,secondary,both,1/1/2022,14749
Melaka,Alor Gajah,secondary,female,1/1/2017,8052
Melaka,Alor Gajah,secondary,female,1/1/2018,7354
Melaka,Alor Gajah,secondary,female,1/1/2019,7212
Melaka,Alor Gajah,secondary,female,1/1/2020,7128
Melaka,Alor Gajah,secondary,female,1/1/2021,7228
Melaka,Alor Gajah,secondary,female,1/1/2022,7275
Melaka,Alor Gajah,secondary,male,1/1/2017,8132
Melaka,Alor Gajah,secondary,male,1/1/2018,7325
Melaka,Alor Gajah,secondary,male,1/1/2019,7154
Melaka,Alor Gajah,secondary,male,1/1/2020,7232
Melaka,Alor Gajah,secondary,male,1/1/2021,7445
Melaka,Alor Gajah,secondary,male,1/1/2022,7474
Melaka,Alor Gajah,post_secondary,both,1/1/2018,879
Melaka,Alor Gajah,post_secondary,both,1/1/2019,916
Melaka,Alor Gajah,post_secondary,both,1/1/2020,553
Melaka,Alor Gajah,post_secondary,both,1/1/2021,450
Melaka,Alor Gajah,post_secondary,both,1/1/2022,511
Melaka,Alor Gajah,post_secondary,female,1/1/2018,420
Melaka,Alor Gajah,post_secondary,female,1/1/2019,431
Melaka,Alor Gajah,post_secondary,female,1/1/2020,251
Melaka,Alor Gajah,post_secondary,female,1/1/2021,224
Melaka,Alor Gajah,post_secondary,female,1/1/2022,221
Melaka,Alor Gajah,post_secondary,male,1/1/2018,459
Melaka,Alor Gajah,post_secondary,male,1/1/2019,485
Melaka,Alor Gajah,post_secondary,male,1/1/2020,302
Melaka,Alor Gajah,post_secondary,male,1/1/2021,226
Melaka,Alor Gajah,post_secondary,male,1/1/2022,290
Melaka,Jasin,primary,both,1/1/2017,12729
