state,district,stage,sex,date,students
Malaysia,All Districts,primary,both,1/1/2017,2689810
Malaysia,All Districts,primary,both,1/1/2018,2694779
Malaysia,All Districts,primary,both,1/1/2019,2729704
Malaysia,All Districts,primary,both,1/1/2020,2741995
Malaysia,All Districts,primary,both,1/1/2021,2766202
Malaysia,All Districts,primary,both,1/1/2022,2770015
Malaysia,All Districts,primary,female,1/1/2017,1316585
Malaysia,All Districts,primary,female,1/1/2018,1312807
Malaysia,All Districts,primary,female,1/1/2019,1330201
Malaysia,All Districts,primary,female,1/1/2020,1335484
Malaysia,All Districts,primary,female,1/1/2021,1346898
Malaysia,All Districts,primary,female,1/1/2022,1348358
Malaysia,All Districts,primary,male,1/1/2017,1373225
Malaysia,All Districts,primary,male,1/1/2018,1381972
Malaysia,All Districts,primary,male,1/1/2019,1399503
Malaysia,All Districts,primary,male,1/1/2020,1406511
Malaysia,All Districts,primary,male,1/1/2021,1419304
Malaysia,All Districts,primary,male,1/1/2022,1421657
Malaysia,All Districts,secondary,both,1/1/2017,2133323
Malaysia,All Districts,secondary,both,1/1/2018,1947606
Malaysia,All Districts,secondary,both,1/1/2019,1930241
Malaysia,All Districts,secondary,both,1/1/2020,1920485
Malaysia,All Districts,secondary,both,1/1/2021,1959787
Malaysia,All Districts,secondary,both,1/1/2022,1984995
Malaysia,All Districts,secondary,female,1/1/2017,1085617
Malaysia,All Districts,secondary,female,1/1/2018,977661
Malaysia,All Districts,secondary,female,1/1/2019,968400
Malaysia,All Districts,secondary,female,1/1/2020,959048
Malaysia,All Districts,secondary,female,1/1/2021,972095
Malaysia,All Districts,secondary,female,1/1/2022,980620
Malaysia,All Districts,secondary,male,1/1/2017,1047706
Malaysia,All Districts,secondary,male,1/1/2018,969945
Malaysia,All Districts,secondary,male,1/1/2019,961841
Malaysia,All Districts,secondary,male,1/1/2020,961437
Malaysia,All Districts,secondary,male,1/1/2021,987692
Malaysia,All Districts,secondary,male,1/1/2022,1004375
Malaysia,All Districts,post_secondary,both,1/1/2018,128012
Malaysia,All Districts,post_secondary,both,1/1/2019,115536
Malaysia,All Districts,post_secondary,both,1/1/2020,68296
Malaysia,All Districts,post_secondary,both,1/1/2021,64904
Malaysia,All Districts,post_secondary,both,1/1/2022,66770
Malaysia,All Districts,post_secondary,female,1/1/2018,78463
Malaysia,All Districts,post_secondary,female,1/1/2019,70669
Malaysia,All Districts,post_secondary,female,1/1/2020,39822
Malaysia,All Districts,post_secondary,female,1/1/2021,39175
Malaysia,All Districts,post_secondary,female,1/1/2022,38268
Malaysia,All Districts,post_secondary,male,1/1/2018,49549
Malaysia,All Districts,post_secondary,male,1/1/2019,44867
Malaysia,All Districts,post_secondary,male,1/1/2020,28474
Malaysia,All Districts,post_secondary,male,1/1/2021,25729
Malaysia,All Districts,post_secondary,male,1/1/2022,28502
Johor,All Districts,primary,both,1/1/2017,326709
Johor,All Districts,primary,both,1/1/2018,328093
Johor,All Districts,primary,both,1/1/2019,331130
Johor,All Districts,primary,both,1/1/2020,331190
Johor,All Districts,primary,both,1/1/2021,331877
Johor,All Districts,primary,both,1/1/2022,331205
Johor,All Districts,primary,female,1/1/2017,158464
Johor,All Districts,primary,female,1/1/2018,159275
Johor,All Districts,primary,female,1/1/2019,161024
Johor,All Districts,primary,female,1/1/2020,161024
Johor,All Districts,primary,female,1/1/2021,161241
Johor,All Districts,primary,female,1/1/2022,161163
Johor,All Districts,primary,male,1/1/2017,168245
Johor,All Districts,primary,male,1/1/2018,168818
Johor,All Districts,primary,male,1/1/2019,170106
Johor,All Districts,primary,male,1/1/2020,170166
Johor,All Districts,primary,male,1/1/2021,170636
Johor,All Districts,primary,male,1/1/2022,170042
Johor,All Districts,secondary,both,1/1/2017,262069
Johor,All Districts,secondary,both,1/1/2018,240234
Johor,All Districts,secondary,both,1/1/2019,236489
Johor,All Districts,secondary,both,1/1/2020,236802
Johor,All Districts,secondary,both,1/1/2021,238814
Johor,All Districts,secondary,both,1/1/2022,238491
Johor,All Districts,secondary,female,1/1/2017,132845
Johor,All Districts,secondary,female,1/1/2018,120155
Johor,All Districts,secondary,female,1/1/2019,117891
Johor,All Districts,secondary,female,1/1/2020,117688
Johor,All Districts,secondary,female,1/1/2021,118063
Johor,All Districts,secondary,female,1/1/2022,117254
Johor,All Districts,secondary,male,1/1/2017,129224
Johor,All Districts,secondary,male,1/1/2018,120079
Johor,All Districts,secondary,male,1/1/2019,118598
Johor,All Districts,secondary,male,1/1/2020,119114
Johor,All Districts,secondary,male,1/1/2021,120751
Johor,All Districts,secondary,male,1/1/2022,121237
Johor,All Districts,post_secondary,both,1/1/2018,13666
Johor,All Districts,post_secondary,both,1/1/2019,12989
Johor,All Districts,post_secondary,both,1/1/2020,7064
Johor,All Districts,post_secondary,both,1/1/2021,6705
Johor,All Districts,post_secondary,both,1/1/2022,6938
Johor,All Districts,post_secondary,female,1/1/2018,8451
Johor,All Districts,post_secondary,female,1/1/2019,8028
Johor,All Districts,post_secondary,female,1/1/2020,4006
Johor,All Districts,post_secondary,female,1/1/2021,4013
Johor,All Districts,post_secondary,female,1/1/2022,3936
Johor,All Districts,post_secondary,male,1/1/2018,5215
Johor,All Districts,post_secondary,male,1/1/2019,4961
Johor,All Districts,post_secondary,male,1/1/2020,3058
Johor,All Districts,post_secondary,male,1/1/2021,2692
Johor,All Districts,post_secondary,male,1/1/2022,3002
Johor,Batu Pahat,primary,both,1/1/2017,37916
Johor,Batu Pahat,primary,both,1/1/2018,37173
Johor,Batu Pahat,primary,both,1/1/2019,36797
Johor,Batu Pahat,primary,both,1/1/2020,36317
Johor,Batu Pahat,primary,both,1/1/2021,36064
Johor,Batu Pahat,primary,both,1/1/2022,35543
Johor,Batu Pahat,primary,female,1/1/2017,18324
Johor,Batu Pahat,primary,female,1/1/2018,17993
Johor,Batu Pahat,primary,female,1/1/2019,17815
Johor,Batu Pahat,primary,female,1/1/2020,17499
Johor,Batu Pahat,primary,female,1/1/2021,17343
Johor,Batu Pahat,primary,female,1/1/2022,17137
Johor,Batu Pahat,primary,male,1/1/2017,19592
Johor,Batu Pahat,primary,male,1/1/2018,19180
Johor,Batu Pahat,primary,male,1/1/2019,18982
Johor,Batu Pahat,primary,male,1/1/2020,18818
Johor,Batu Pahat,primary,male,1/1/2021,18721
Johor,Batu Pahat,primary,male,1/1/2022,18406
Johor,Batu Pahat,secondary,both,1/1/2017,32997
Johor,Batu Pahat,secondary,both,1/1/2018,29601
Johor,Batu Pahat,secondary,both,1/1/2019,28659
Johor,Batu Pahat,secondary,both,1/1/2020,28329
Johor,Batu Pahat,secondary,both,1/1/2021,28144
Johor,Batu Pahat,secondary,both,1/1/2022,27708
Johor,Batu Pahat,secondary,female,1/1/2017,16779
Johor,Batu Pahat,secondary,female,1/1/2018,14869
Johor,Batu Pahat,secondary,female,1/1/2019,14345
Johor,Batu Pahat,secondary,female,1/1/2020,14111
Johor,Batu Pahat,secondary,female,1/1/2021,13945
Johor,Batu Pahat,secondary,female,1/1/2022,13651
Johor,Batu Pahat,secondary,male,1/1/2017,16218
Johor,Batu Pahat,secondary,male,1/1/2018,14732
Johor,Batu Pahat,secondary,male,1/1/2019,14314
Johor,Batu Pahat,secondary,male,1/1/2020,14218
Johor,Batu Pahat,secondary,male,1/1/2021,14199
Johor,Batu Pahat,secondary,male,1/1/2022,14057
Johor,Batu Pahat,post_secondary,both,1/1/2018,2104
Johor,Batu Pahat,post_secondary,both,1/1/2019,1911
Johor,Batu Pahat,post_secondary,both,1/1/2020,1056
Johor,Batu Pahat,post_secondary,both,1/1/2021,1044
Johor,Batu Pahat,post_secondary,both,1/1/2022,1136
Johor,Batu Pahat,post_secondary,female,1/1/2018,1218
Johor,Batu Pahat,post_secondary,female,1/1/2019,1126
Johor,Batu Pahat,post_secondary,female,1/1/2020,532
Johor,Batu Pahat,post_secondary,female,1/1/2021,568
Johor,Batu Pahat,post_secondary,female,1/1/2022,604
Johor,Batu Pahat,post_secondary,male,1/1/2018,886
Johor,Batu Pahat,post_secondary,male,1/1/2019,785
Johor,Batu Pahat,post_secondary,male,1/1/2020,524
Johor,Batu Pahat,post_secondary,male,1/1/2021,476
Johor,Batu Pahat,post_secondary,male,1/1/2022,532
Johor,Johor Bahru,primary,both,1/1/2017,137487
Johor,Johor Bahru,primary,both,1/1/2018,147001
Johor,Johor Bahru,primary,both,1/1/2019,149749
Johor,Johor Bahru,primary,both,1/1/2020,151081
Johor,Johor Bahru,primary,both,1/1/2021,151451
Johor,Johor Bahru,primary,both,1/1/2022,151122
Johor,Johor Bahru,primary,female,1/1/2017,34259
Johor,Johor Bahru,primary,female,1/1/2017,32805
Johor,Johor Bahru,primary,female,1/1/2018,71741
Johor,Johor Bahru,primary,female,1/1/2019,73151
Johor,Johor Bahru,primary,female,1/1/2020,73941
Johor,Johor Bahru,primary,female,1/1/2021,74118
Johor,Johor Bahru,primary,female,1/1/2022,73998
Johor,Johor Bahru,primary,male,1/1/2017,35872
Johor,Johor Bahru,primary,male,1/1/2017,34551
Johor,Johor Bahru,primary,male,1/1/2018,75260
Johor,Johor Bahru,primary,male,1/1/2019,76598
Johor,Johor Bahru,primary,male,1/1/2020,77140
Johor,Johor Bahru,primary,male,1/1/2021,77333
Johor,Johor Bahru,primary,male,1/1/2022,77124
Johor,Johor Bahru,secondary,both,1/1/2017,98978
Johor,Johor Bahru,secondary,both,1/1/2018,97180
Johor,Johor Bahru,secondary,both,1/1/2019,97020
Johor,Johor Bahru,secondary,both,1/1/2020,98256
Johor,Johor Bahru,secondary,both,1/1/2021,99901
Johor,Johor Bahru,secondary,both,1/1/2022,100140
Johor,Johor Bahru,secondary,female,1/1/2017,26181
Johor,Johor Bahru,secondary,female,1/1/2017,24344
Johor,Johor Bahru,secondary,female,1/1/2018,48842
Johor,Johor Bahru,secondary,female,1/1/2019,48673
Johor,Johor Bahru,secondary,female,1/1/2020,49179
Johor,Johor Bahru,secondary,female,1/1/2021,49750
Johor,Johor Bahru,secondary,female,1/1/2022,49598
Johor,Johor Bahru,secondary,male,1/1/2017,24407
Johor,Johor Bahru,secondary,male,1/1/2017,24046
Johor,Johor Bahru,secondary,male,1/1/2018,48338
Johor,Johor Bahru,secondary,male,1/1/2019,48347
Johor,Johor Bahru,secondary,male,1/1/2020,49077
Johor,Johor Bahru,secondary,male,1/1/2021,50151
Johor,Johor Bahru,secondary,male,1/1/2022,50542
Johor,Johor Bahru,post_secondary,both,1/1/2018,3786
Johor,Johor Bahru,post_secondary,both,1/1/2019,3918
Johor,Johor Bahru,post_secondary,both,1/1/2020,2202
Johor,Johor Bahru,post_secondary,both,1/1/2021,2172
Johor,Johor Bahru,post_secondary,both,1/1/2022,2025
Johor,Johor Bahru,post_secondary,female,1/1/2018,2541
Johor,Johor Bahru,post_secondary,female,1/1/2019,2627
Johor,Johor Bahru,post_secondary,female,1/1/2020,1428
Johor,Johor Bahru,post_secondary,female,1/1/2021,1464
Johor,Johor Bahru,post_secondary,female,1/1/2022,1363
Johor,Johor Bahru,post_secondary,male,1/1/2018,1245
Johor,Johor Bahru,post_secondary,male,1/1/2019,1291
Johor,Johor Bahru,post_secondary,male,1/1/2020,774
Johor,Johor Bahru,post_secondary,male,1/1/2021,708
Johor,Johor Bahru,post_secondary,male,1/1/2022,662
Johor,Kluang,primary,both,1/1/2017,25256
Johor,Kluang,primary,both,1/1/2018,25387
Johor,Kluang,primary,both,1/1/2019,25430
Johor,Kluang,primary,both,1/1/2020,25378
Johor,Kluang,primary,both,1/1/2021,25463
Johor,Kluang,primary,both,1/1/2022,25591
Johor,Kluang,primary,female,1/1/2017,12252
Johor,Kluang,primary,female,1/1/2018,12296
Johor,Kluang,primary,female,1/1/2019,12429
Johor,Kluang,primary,female,1/1/2020,12403
Johor,Kluang,primary,female,1/1/2021,12395
Johor,Kluang,primary,female,1/1/2022,12390
Johor,Kluang,primary,male,1/1/2017,13004
Johor,Kluang,primary,male,1/1/2018,13091
Johor,Kluang,primary,male,1/1/2019,13001
Johor,Kluang,primary,male,1/1/2020,12975
Johor,Kluang,primary,male,1/1/2021,13068
Johor,Kluang,primary,male,1/1/2022,13201
Johor,Kluang,secondary,both,1/1/2017,22439
Johor,Kluang,secondary,both,1/1/2018,19878
Johor,Kluang,secondary,both,1/1/2019,19397
Johor,Kluang,secondary,both,1/1/2020,19210
Johor,Kluang,secondary,both,1/1/2021,19206
Johor,Kluang,secondary,both,1/1/2022,19198
Johor,Kluang,secondary,female,1/1/2017,11193
Johor,Kluang,secondary,female,1/1/2018,9803
Johor,Kluang,secondary,female,1/1/2019,9575
Johor,Kluang,secondary,female,1/1/2020,9492
Johor,Kluang,secondary,female,1/1/2021,9400
Johor,Kluang,secondary,female,1/1/2022,9419
Johor,Kluang,secondary,male,1/1/2017,11246
Johor,Kluang,secondary,male,1/1/2018,10075
Johor,Kluang,secondary,male,1/1/2019,9822
Johor,Kluang,secondary,male,1/1/2020,9718
Johor,Kluang,secondary,male,1/1/2021,9806
Johor,Kluang,secondary,male,1/1/2022,9779
Johor,Kluang,post_secondary,both,1/1/2018,1449
Johor,Kluang,post_secondary,both,1/1/2019,1324
Johor,Kluang,post_secondary,both,1/1/2020,795
Johor,Kluang,post_secondary,both,1/1/2021,704
Johor,Kluang,post_secondary,both,1/1/2022,759
Johor,Kluang,post_secondary,female,1/1/2018,837
Johor,Kluang,post_secondary,female,1/1/2019,745
Johor,Kluang,post_secondary,female,1/1/2020,377
Johor,Kluang,post_secondary,female,1/1/2021,352
Johor,Kluang,post_secondary,female,1/1/2022,354
Johor,Kluang,post_secondary,male,1/1/2018,612
Johor,Kluang,post_secondary,male,1/1/2019,579
Johor,Kluang,post_secondary,male,1/1/2020,418
Johor,Kluang,post_secondary,male,1/1/2021,352
Johor,Kluang,post_secondary,male,1/1/2022,405
Johor,Kota Tinggi,primary,both,1/1/2017,17870
Johor,Kota Tinggi,primary,both,1/1/2018,21503
Johor,Kota Tinggi,primary,both,1/1/2019,21719
Johor,Kota Tinggi,primary,both,1/1/2020,21829
Johor,Kota Tinggi,primary,both,1/1/2021,22215
Johor,Kota Tinggi,primary,both,1/1/2022,22477
Johor,Kota Tinggi,primary,female,1/1/2017,8556
Johor,Kota Tinggi,primary,female,1/1/2018,10264
Johor,Kota Tinggi,primary,female,1/1/2019,10442
Johor,Kota Tinggi,primary,female,1/1/2020,10469
Johor,Kota Tinggi,primary,female,1/1/2021,10729
Johor,Kota Tinggi,primary,female,1/1/2022,10975
Johor,Kota Tinggi,primary,male,1/1/2017,9314
Johor,Kota Tinggi,primary,male,1/1/2018,11239
Johor,Kota Tinggi,primary,male,1/1/2019,11277
Johor,Kota Tinggi,primary,male,1/1/2020,11360
Johor,Kota Tinggi,primary,male,1/1/2021,11486
Johor,Kota Tinggi,primary,male,1/1/2022,11502
Johor,Kota Tinggi,secondary,both,1/1/2017,16064
Johor,Kota Tinggi,secondary,both,1/1/2018,17212
Johor,Kota Tinggi,secondary,both,1/1/2019,16925
Johor,Kota Tinggi,secondary,both,1/1/2020,17091
Johor,Kota Tinggi,secondary,both,1/1/2021,17354
Johor,Kota Tinggi,secondary,both,1/1/2022,17425
Johor,Kota Tinggi,secondary,female,1/1/2017,7885
Johor,Kota Tinggi,secondary,female,1/1/2018,8517
Johor,Kota Tinggi,secondary,female,1/1/2019,8316
Johor,Kota Tinggi,secondary,female,1/1/2020,8394
Johor,Kota Tinggi,secondary,female,1/1/2021,8434
Johor,Kota Tinggi,secondary,female,1/1/2022,8399
Johor,Kota Tinggi,secondary,male,1/1/2017,8179
Johor,Kota Tinggi,secondary,male,1/1/2018,8695
Johor,Kota Tinggi,secondary,male,1/1/2019,8609
Johor,Kota Tinggi,secondary,male,1/1/2020,8697
Johor,Kota Tinggi,secondary,male,1/1/2021,8920
Johor,Kota Tinggi,secondary,male,1/1/2022,9026
Johor,Kota Tinggi,post_secondary,both,1/1/2018,1343
Johor,Kota Tinggi,post_secondary,both,1/1/2019,1302
Johor,Kota Tinggi,post_secondary,both,1/1/2020,735
Johor,Kota Tinggi,post_secondary,both,1/1/2021,578
Johor,Kota Tinggi,post_secondary,both,1/1/2022,669
Johor,Kota Tinggi,post_secondary,female,1/1/2018,693
Johor,Kota Tinggi,post_secondary,female,1/1/2019,681
Johor,Kota Tinggi,post_secondary,female,1/1/2020,339
Johor,Kota Tinggi,post_secondary,female,1/1/2021,256
Johor,Kota Tinggi,post_secondary,female,1/1/2022,287
Johor,Kota Tinggi,post_secondary,male,1/1/2018,650
Johor,Kota Tinggi,post_secondary,male,1/1/2019,621
Johor,Kota Tinggi,post_secondary,male,1/1/2020,396
Johor,Kota Tinggi,post_secondary,male,1/1/2021,322
Johor,Kota Tinggi,post_secondary,male,1/1/2022,382
Johor,Kulai,primary,both,1/1/2017,32842
Johor,Kulai,primary,both,1/1/2018,21812
Johor,Kulai,primary,both,1/1/2019,21970
Johor,Kulai,primary,both,1/1/2020,21978
Johor,Kulai,primary,both,1/1/2021,21953
Johor,Kulai,primary,both,1/1/2022,21871
Johor,Kulai,primary,female,1/1/2017,15942
Johor,Kulai,primary,female,1/1/2018,10638
Johor,Kulai,primary,female,1/1/2019,10687
Johor,Kulai,primary,female,1/1/2020,10590
Johor,Kulai,primary,female,1/1/2021,10456
Johor,Kulai,primary,female,1/1/2022,10416
Johor,Kulai,primary,male,1/1/2017,16900
Johor,Kulai,primary,male,1/1/2018,11174
Johor,Kulai,primary,male,1/1/2019,11283
Johor,Kulai,primary,male,1/1/2020,11388
Johor,Kulai,primary,male,1/1/2021,11497
Johor,Kulai,primary,male,1/1/2022,11455
Johor,Kulai,secondary,both,1/1/2017,23039
Johor,Kulai,secondary,both,1/1/2018,14871
Johor,Kulai,secondary,both,1/1/2019,14630
Johor,Kulai,secondary,both,1/1/2020,14400
Johor,Kulai,secondary,both,1/1/2021,14383
Johor,Kulai,secondary,both,1/1/2022,14149
Johor,Kulai,secondary,female,1/1/2017,11644
Johor,Kulai,secondary,female,1/1/2018,7324
Johor,Kulai,secondary,female,1/1/2019,7172
Johor,Kulai,secondary,female,1/1/2020,7003
Johor,Kulai,secondary,female,1/1/2021,7011
Johor,Kulai,secondary,female,1/1/2022,6839
Johor,Kulai,secondary,male,1/1/2017,11395
Johor,Kulai,secondary,male,1/1/2018,7547
Johor,Kulai,secondary,male,1/1/2019,7458
Johor,Kulai,secondary,male,1/1/2020,7397
Johor,Kulai,secondary,male,1/1/2021,7372
Johor,Kulai,secondary,male,1/1/2022,7310
Johor,Kulai,post_secondary,both,1/1/2018,731
Johor,Kulai,post_secondary,both,1/1/2019,667
Johor,Kulai,post_secondary,both,1/1/2020,293
Johor,Kulai,post_secondary,both,1/1/2021,276
Johor,Kulai,post_secondary,both,1/1/2022,309
Johor,Kulai,post_secondary,female,1/1/2018,492
Johor,Kulai,post_secondary,female,1/1/2019,442
Johor,Kulai,post_secondary,female,1/1/2020,186
Johor,Kulai,post_secondary,female,1/1/2021,188
Johor,Kulai,post_secondary,female,1/1/2022,220
Johor,Kulai,post_secondary,male,1/1/2018,239
Johor,Kulai,post_secondary,male,1/1/2019,225
Johor,Kulai,post_secondary,male,1/1/2020,107
Johor,Kulai,post_secondary,male,1/1/2021,88
Johor,Kulai,post_secondary,male,1/1/2022,89
Johor,Mersing,primary,both,1/1/2017,7405
Johor,Mersing,primary,both,1/1/2018,7597
Johor,Mersing,primary,both,1/1/2019,7709
Johor,Mersing,primary,both,1/1/2020,7750
Johor,Mersing,primary,both,1/1/2021,7798
Johor,Mersing,primary,both,1/1/2022,7838
Johor,Mersing,primary,female,1/1/2017,3574
Johor,Mersing,primary,female,1/1/2018,3676
Johor,Mersing,primary,female,1/1/2019,3766
Johor,Mersing,primary,female,1/1/2020,3778
Johor,Mersing,primary,female,1/1/2021,3780
Johor,Mersing,primary,female,1/1/2022,3781
Johor,Mersing,primary,male,1/1/2017,3831
Johor,Mersing,primary,male,1/1/2018,3921
Johor,Mersing,primary,male,1/1/2019,3943
Johor,Mersing,primary,male,1/1/2020,3972
Johor,Mersing,primary,male,1/1/2021,4018
Johor,Mersing,primary,male,1/1/2022,4057
Johor,Mersing,secondary,both,1/1/2017,6108
Johor,Mersing,secondary,both,1/1/2018,5643
Johor,Mersing,secondary,both,1/1/2019,5517
Johor,Mersing,secondary,both,1/1/2020,5490
Johor,Mersing,secondary,both,1/1/2021,5497
Johor,Mersing,secondary,both,1/1/2022,5734
Johor,Mersing,secondary,female,1/1/2017,3144
Johor,Mersing,secondary,female,1/1/2018,2858
Johor,Mersing,secondary,female,1/1/2019,2736
Johor,Mersing,secondary,female,1/1/2020,2734
Johor,Mersing,secondary,female,1/1/2021,2718
Johor,Mersing,secondary,female,1/1/2022,2800
Johor,Mersing,secondary,male,1/1/2017,2964
Johor,Mersing,secondary,male,1/1/2018,2785
Johor,Mersing,secondary,male,1/1/2019,2781
Johor,Mersing,secondary,male,1/1/2020,2756
Johor,Mersing,secondary,male,1/1/2021,2779
Johor,Mersing,secondary,male,1/1/2022,2934
Johor,Mersing,post_secondary,both,1/1/2018,258
Johor,Mersing,post_secondary,both,1/1/2019,216
Johor,Mersing,post_secondary,both,1/1/2020,113
Johor,Mersing,post_secondary,both,1/1/2021,123
Johor,Mersing,post_secondary,both,1/1/2022,102
Johor,Mersing,post_secondary,female,1/1/2018,195
Johor,Mersing,post_secondary,female,1/1/2019,163
Johor,Mersing,post_secondary,female,1/1/2020,80
Johor,Mersing,post_secondary,female,1/1/2021,85
Johor,Mersing,post_secondary,female,1/1/2022,73
Johor,Mersing,post_secondary,male,1/1/2018,63
Johor,Mersing,post_secondary,male,1/1/2019,53
Johor,Mersing,post_secondary,male,1/1/2020,33
Johor,Mersing,post_secondary,male,1/1/2021,38
Johor,Mersing,post_secondary,male,1/1/2022,29
Johor,Muar,primary,both,1/1/2017,22458
Johor,Muar,primary,both,1/1/2018,22375
Johor,Muar,primary,both,1/1/2019,22362
Johor,Muar,primary,both,1/1/2020,22054
Johor,Muar,primary,both,1/1/2021,22049
Johor,Muar,primary,both,1/1/2022,22030
Johor,Muar,primary,female,1/1/2017,10816
Johor,Muar,primary,female,1/1/2018,10800
Johor,Muar,primary,female,1/1/2019,10780
Johor,Muar,primary,female,1/1/2020,10599
Johor,Muar,primary,female,1/1/2021,10662
Johor,Muar,primary,female,1/1/2022,10693
Johor,Muar,primary,male,1/1/2017,11642
Johor,Muar,primary,male,1/1/2018,11575
Johor,Muar,primary,male,1/1/2019,11582
Johor,Muar,primary,male,1/1/2020,11455
Johor,Muar,primary,male,1/1/2021,11387
Johor,Muar,primary,male,1/1/2022,11337
Johor,Muar,secondary,both,1/1/2017,20211
Johor,Muar,secondary,both,1/1/2018,18160
Johor,Muar,secondary,both,1/1/2019,17785
Johor,Muar,secondary,both,1/1/2020,17686
Johor,Muar,secondary,both,1/1/2021,17884
Johor,Muar,secondary,both,1/1/2022,17965
Johor,Muar,secondary,female,1/1/2017,10141
Johor,Muar,secondary,female,1/1/2018,8889
Johor,Muar,secondary,female,1/1/2019,8765
Johor,Muar,secondary,female,1/1/2020,8708
Johor,Muar,secondary,female,1/1/2021,8801
Johor,Muar,secondary,female,1/1/2022,8811
Johor,Muar,secondary,male,1/1/2017,10070
Johor,Muar,secondary,male,1/1/2018,9271
Johor,Muar,secondary,male,1/1/2019,9020
Johor,Muar,secondary,male,1/1/2020,8978
Johor,Muar,secondary,male,1/1/2021,9083
Johor,Muar,secondary,male,1/1/2022,9154
Johor,Muar,post_secondary,both,1/1/2018,1408
Johor,Muar,post_secondary,both,1/1/2019,1336
Johor,Muar,post_secondary,both,1/1/2020,692
Johor,Muar,post_secondary,both,1/1/2021,687
Johor,Muar,post_secondary,both,1/1/2022,733
Johor,Muar,post_secondary,female,1/1/2018,865
Johor,Muar,post_secondary,female,1/1/2019,796
Johor,Muar,post_secondary,female,1/1/2020,374
Johor,Muar,post_secondary,female,1/1/2021,426
Johor,Muar,post_secondary,female,1/1/2022,393
Johor,Muar,post_secondary,male,1/1/2018,543
Johor,Muar,post_secondary,male,1/1/2019,540
Johor,Muar,post_secondary,male,1/1/2020,318
Johor,Muar,post_secondary,male,1/1/2021,261
Johor,Muar,post_secondary,male,1/1/2022,340
Johor,Pontian,primary,both,1/1/2017,15682
Johor,Pontian,primary,both,1/1/2018,15634
Johor,Pontian,primary,both,1/1/2019,15842
Johor,Pontian,primary,both,1/1/2020,15629
Johor,Pontian,primary,both,1/1/2021,15786
Johor,Pontian,primary,both,1/1/2022,15842
Johor,Pontian,primary,female,1/1/2017,7617
Johor,Pontian,primary,female,1/1/2018,7631
Johor,Pontian,primary,female,1/1/2019,7765
Johor,Pontian,primary,female,1/1/2020,7730
Johor,Pontian,primary,female,1/1/2021,7761
Johor,Pontian,primary,female,1/1/2022,7770
Johor,Pontian,primary,male,1/1/2017,8065
Johor,Pontian,primary,male,1/1/2018,8003
Johor,Pontian,primary,male,1/1/2019,8077
Johor,Pontian,primary,male,1/1/2020,7899
Johor,Pontian,primary,male,1/1/2021,8025
Johor,Pontian,primary,male,1/1/2022,8072
Johor,Pontian,secondary,both,1/1/2017,14304
Johor,Pontian,secondary,both,1/1/2018,12837
Johor,Pontian,secondary,both,1/1/2019,12628
Johor,Pontian,secondary,both,1/1/2020,12674
Johor,Pontian,secondary,both,1/1/2021,12755
Johor,Pontian,secondary,both,1/1/2022,12656
Johor,Pontian,secondary,female,1/1/2017,7323
Johor,Pontian,secondary,female,1/1/2018,6439
Johor,Pontian,secondary,female,1/1/2019,6293
Johor,Pontian,secondary,female,1/1/2020,6278
Johor,Pontian,secondary,female,1/1/2021,6284
Johor,Pontian,secondary,female,1/1/2022,6179
Johor,Pontian,secondary,male,1/1/2017,6981
Johor,Pontian,secondary,male,1/1/2018,6398
Johor,Pontian,secondary,male,1/1/2019,6335
Johor,Pontian,secondary,male,1/1/2020,6396
Johor,Pontian,secondary,male,1/1/2021,6471
Johor,Pontian,secondary,male,1/1/2022,6477
Johor,Pontian,post_secondary,both,1/1/2018,949
Johor,Pontian,post_secondary,both,1/1/2019,833
Johor,Pontian,post_secondary,both,1/1/2020,408
Johor,Pontian,post_secondary,both,1/1/2021,441
Johor,Pontian,post_secondary,both,1/1/2022,487
Johor,Pontian,post_secondary,female,1/1/2018,660
Johor,Pontian,post_secondary,female,1/1/2019,559
Johor,Pontian,post_secondary,female,1/1/2020,266
Johor,Pontian,post_secondary,female,1/1/2021,305
Johor,Pontian,post_secondary,female,1/1/2022,282
Johor,Pontian,post_secondary,male,1/1/2018,289
Johor,Pontian,post_secondary,male,1/1/2019,274
Johor,Pontian,post_secondary,male,1/1/2020,142
Johor,Pontian,post_secondary,male,1/1/2021,136
Johor,Pontian,post_secondary,male,1/1/2022,205
Johor,Segamat,primary,both,1/1/2017,17682
Johor,Segamat,primary,both,1/1/2018,17551
Johor,Segamat,primary,both,1/1/2019,17540
Johor,Segamat,primary,both,1/1/2020,17342
Johor,Segamat,primary,both,1/1/2021,17333
Johor,Segamat,primary,both,1/1/2022,17187
Johor,Segamat,primary,female,1/1/2017,8584
Johor,Segamat,primary,female,1/1/2018,8519
Johor,Segamat,primary,female,1/1/2019,8470
Johor,Segamat,primary,female,1/1/2020,8352
Johor,Segamat,primary,female,1/1/2021,8385
Johor,Segamat,primary,female,1/1/2022,8354
Johor,Segamat,primary,male,1/1/2017,9098
Johor,Segamat,primary,male,1/1/2018,9032
Johor,Segamat,primary,male,1/1/2019,9070
Johor,Segamat,primary,male,1/1/2020,8990
Johor,Segamat,primary,male,1/1/2021,8948
Johor,Segamat,primary,male,1/1/2022,8833
Johor,Segamat,secondary,both,1/1/2017,16200
Johor,Segamat,secondary,both,1/1/2018,14188
Johor,Segamat,secondary,both,1/1/2019,13628
